Unnamed: 0,ID,class,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
640,641,forest,,6290.71,6185.19,634.646,5007.13,5671.4,4173.24,6174.45,5994.85,6593.25,6344.02,,7312.23,1699.21,3908.28,646.666,1348.43,7333.58,999.658,1954.43,4250.74,3703.8,5089.58,,5580.9,,4781.36
641,642,forest,7306.47,,7976.13,6822.32,7414.56,7184.36,682.659,8030.58,8126.43,6954.5,,8207.8,7347.54,,2135.22,779.396,1329.62,7980.06,1530.44,1921.54,6326.91,5103.88,6289.25,7361.03,7798.8,7301.98,1904.01
642,643,forest,7636.54,8016.3,7994.11,4833.65,7684.81,7831.95,2235.84,,8272.09,4645.61,8215.48,8402.3,7357.9,1678.9,1220.19,717.215,1308.31,7926.6,3956.98,1810.96,,4948.6,6431.17,,,8303.64,
643,644,forest,5950.64,7181.23,7358.9,613.823,5928.71,6220.79,5799.69,6719.01,6965.41,7322.49,6189.01,6766.34,6785.03,1703.98,2723.75,579.706,1450.43,7708.09,674.607,2055.66,5163.37,,6001.99,1736.48,6034.75,4030.66,4753.44
644,645,forest,6955.1,6841.66,,3076.06,,4364.4,1572.8,3888.5,3102.24,5583.27,,7093.38,6466.69,1589.26,1336.07,612.792,1100.73,7181.36,,1746.81,,3628.1,4015,2870.1,5647.41,6304.9,2536.91
645,646,forest,6392.28,7994.43,8058.64,4949.66,7033.15,7746.01,1197.25,,7579.06,5124.64,5626.3,,6291.8,,2158.19,812.187,1300.18,7955.08,1244.92,2219.41,,7122.29,7224.87,7240.22,6298.58,2178.36,
647,648,forest,7897.35,8177,8128.79,7586.45,,8103.38,968.333,8274.13,8421.99,,8477.56,,7034.39,1459.9,2727.27,744.113,,8152.48,4280.08,1897.26,1367.86,3030.04,,8018.58,8366.16,8418.23,1931.69
648,649,forest,,6752.8,6979.28,2095.46,5694.3,5852.14,1011.86,,5419.5,7211.95,7325.57,8332.54,7488.15,1328.98,2449.42,653.658,1275.69,7701.59,2426.52,1925.42,,4365.39,5759.72,,6668.94,4403.92,7192.19
649,650,forest,6271.33,7471.47,7243.43,4546.16,6665.44,6564.03,651.822,7309.85,7175.49,5304.24,6226.56,7542.99,5634.37,1556.43,,792.231,1202.36,,1703.58,1973.84,4657.75,4657.4,5263.07,6996.69,6879.37,2479.84,1322.5
650,651,forest,5812.53,6330.69,5936.2,3143.32,4717.96,3661.56,1285.63,,2213.62,5280.14,6269.48,6598.78,5793.42,1581.42,1174.92,599.601,1067.86,7191.42,,1823.86,,3856.94,3436.53,2134.17,,,4717.22
651,652,forest,7616.55,7336.05,7199.77,,6080.06,6249.85,1358.56,6527.5,6887.1,6864.32,5472.19,5512.35,,1514.73,2206.09,544.248,,7476.89,4866.8,1857.45,4917.66,1914.6,3079.07,2389.2,6032.9,6098.61,2599.5
652,653,forest,7843.26,,7605.64,1220.98,7022.33,7262.54,939.734,,7481.98,,7079.12,8055.38,5477.94,1668.89,1180.61,546.661,1215.95,7931.62,4064.3,2032.13,5957.75,3476.85,6443.06,,7216.8,7168.64,6255.12
653,654,forest,8255.71,8129.58,8177.85,4109.52,7397.27,7595.05,882.135,,,7463.37,7399.32,8084.98,7168.21,1641.68,1149.58,580.172,1263.68,8324.6,1868.91,2003.06,6225.68,6974.9,5119.99,4107.04,7622.79,7281.48,6831.78
655,656,forest,7792.13,,7525.16,6015.99,6115.24,6451.57,680.673,6757.82,7182.17,7320.42,6801,8136.47,7126.87,2619.03,1453.95,1107.65,3728.75,7843.28,430.026,1853.02,4331.58,2156.05,4533.21,2147.2,6531.2,4745.88,
656,657,forest,7690.5,7089.35,7550.11,,5922.24,6272.48,672.421,6791.74,6976.61,7259.84,4353.92,8175.48,7550.86,3497.42,5282,832.785,,7370.13,380.592,2001.19,4557.83,3925.02,3819.84,6839.98,6853.71,5946.53,770.39
659,660,forest,7686.71,7623.49,8174.85,7699.54,7748.08,7938.02,2959.21,7940.05,7855.65,7766.74,3431.7,8162.55,4453.18,5197.36,4813.81,652.442,,5362.4,2774.45,2902.37,2498.26,7264.16,6869.45,4216.54,7882.79,7462.95,1996.24
660,661,forest,7024.62,7503.67,4508.11,6491.05,6930.75,,3709.65,7173.32,5691.35,7637.27,5824.55,8246.91,1453.16,2110.86,5417.83,643.944,4325.94,4890.42,447.213,2233.9,5383.29,1506.28,6849.21,7128.04,7342.41,681.084,942.456
663,664,forest,7706.56,6352.38,7517.89,5952.43,5743.24,6074.95,6238.6,5636.18,7090.76,4875.08,2622.06,7929.19,4901.48,2229.59,5116.6,741.95,2535.63,7683.84,2849.59,3048.17,2154.84,3336.26,5655.26,1951.46,6342.37,1492.36,643.029
664,665,forest,,973.639,1410.11,4656.11,7477.64,,2467.48,7958.84,7864.37,7922.78,3513.99,8202.69,982.585,1519.82,1414,834.965,,6743.89,547.045,,4391.55,7398.29,6375.49,7809.44,5354.94,6990.58,
666,667,forest,7346.47,8443.16,7362.18,4780.37,7954.53,,7541.67,7882.92,7874.33,7829.09,3748.19,2725.24,763.808,3299.37,2093.42,1704.44,2388.78,1606.54,401.234,2490.72,486.054,6575.97,2832.34,6323.66,7810.5,7874.79,960.532
668,669,forest,7681.64,6797.97,4445.12,5666.21,6046.07,6107.29,3754.39,6894.52,7150.5,7047.72,3885.6,7929.18,3317.08,,3118.4,1518.77,1256.76,7968.2,403.734,2341.24,853.424,5113.5,5620.63,5958.6,6305.79,5406.31,1833.82
669,670,forest,7961.45,7881.81,893.561,7246.41,7366,7559.84,3863.43,7572.63,7126.46,7996.68,4044.38,8301.12,1185.05,3629.8,1815.42,501.368,4215.43,1796.97,1771.63,1563.87,5569.22,2302.8,7013.48,6346.57,7763.47,5500.22,4465.49
670,671,forest,,,7796.37,6797.59,6807.2,6864.03,4401.31,7256.25,7398.76,7501.07,2933.97,8151.73,7274.56,4804.4,,682.801,3209.96,8139.49,337.727,2435.38,5423.88,801.793,4563.58,2447.98,7092.51,6979.54,
671,672,forest,7862.31,8086.34,8010.87,7497.54,7498.16,7677.03,7496.08,8027.72,8081.27,8108.23,4666.82,,5330.59,3531.45,514.975,1073.47,2692.35,8009.71,836.919,2383.65,528.574,660.854,6303.11,,7984.3,,1053.34
672,673,forest,6311.38,8067.11,6034.68,6714.86,6764.06,6982.26,841.876,,7404.97,7590.8,7391.57,7938.98,2825.58,2191.56,4466.08,629.313,1926.1,8088.88,315.162,2871.97,3370.83,4137.85,6668.01,4493.02,6489.04,,1259.2
673,674,forest,5334.67,5351.09,8170.64,,7351.68,7513.11,4877.5,6622.64,7662.25,6825.89,,8087.35,1830.88,1575.04,6305.76,900.974,,7927,4462.33,3303.97,605.098,5788.76,1828.81,935.183,7328.52,2739.34,626.286
674,675,forest,7766.7,,5125.93,,7553.62,7767.81,5183.59,,8132.77,8234.72,,8347.39,6794.09,3537.53,7593.33,567.01,4093.18,8045.1,425.898,2256.16,6217.97,1062.64,7624.32,7621.95,7934.78,961.084,1778.63
677,678,forest,7072.19,7971.96,7894.98,7249.62,,7646.2,6964.7,7701.73,5402.65,7550.82,5576.9,8143.06,5785.08,,1032.22,856.263,3546.86,,583.084,2111.01,335.243,534.387,7251.71,4002.5,7324.98,1337.28,1601.66
678,679,forest,7890.88,8207.46,8066.06,5770.3,7180.34,,747.497,,7875.68,7918.27,5024.49,8259.26,5017.19,1024.69,7575.47,939.008,2052.72,3305.45,703.828,2654.44,999.548,7013.78,7141.06,7260.17,7302.39,,1594.59
679,680,forest,3976.1,7751.85,6418.39,6774.23,6767.53,,2510.12,,,,6618.69,8285.35,3261.67,,3716.01,594.724,4392.12,4816.8,,2229.26,5682.95,988.23,,6905.89,7360.12,558.734,3376.63
681,682,forest,7787.63,8306.47,8277.97,7897.04,7859.15,,7395.09,7798.87,7678.33,7574.84,,7408.02,4575.49,2882.38,592.802,1271.71,,7424.34,547.685,2332.07,565.437,882.783,7976.23,,7606.31,1490.46,860.859
682,683,forest,,5021.42,7943.8,5553.61,6696.78,6513.08,,3933.51,,3811.52,6373.43,8180.88,1546.73,1746.54,7402.99,849.658,3299.1,7977.33,4050.66,3160.83,,4371.74,1578.65,1169.53,,1643.06,783.749
683,684,forest,7871.08,8299.85,7317.95,7518.44,7532.75,7394.84,5299.49,5471.57,7993.19,8073.73,4226.96,8347.91,995.147,,1469.34,950.501,1468.74,8217.6,508.698,2796.27,2249.99,7096.85,1432.21,5925.7,,6167.3,2127.45
684,685,forest,7931.75,,1262.08,,6625.43,6850.47,4430.18,,,7414.79,4497.93,8156.89,3984.48,3406.83,5173.2,432.896,4826.09,,1357.28,1899.03,5239.39,3230.76,6389.92,4929.45,7357.73,3709.81,1176.82
686,687,forest,4922.31,7673.7,7966.46,,7115.97,7341.28,2260.98,7700.46,7787.29,7800.19,4234.02,8190.84,6238.59,4336.19,5277.14,659.993,2770.9,5617.88,2147.63,2707.8,1604.65,1462.05,2706.53,2251.95,,3904.35,1888.14
687,688,forest,7768.39,7677.67,5838.09,6490.51,6517.58,6768.83,4283.4,7373.66,6829.68,7728.07,2416.66,8105.85,689.45,3442.41,,447.617,4270.74,6008.17,3173.58,1775.84,3293.93,1663.6,6269.71,6339.12,,4563.43,2323.99
688,689,forest,7695.65,8164.31,5258.87,7646.74,7722,,3189.2,6134.35,,8005.37,4384.17,8215.2,1490.44,2293.96,6918.09,591.55,4302.87,6113.93,,2233.45,6373.15,1399.99,7780.82,,7860.77,847.991,1267.83
690,691,forest,7284.28,7780.18,,4655.39,7009.41,7284.12,1068.72,7598.95,7693.1,7840.95,8125.54,8349.92,,4976.15,7373.26,1525.59,,2202.73,6236.34,3044.06,,2027.59,1483.81,,7616,6541.62,732.67
691,692,forest,,7786.77,,600.729,6469.32,6637.5,1739.7,7177.03,6927.41,7368.46,2451,8259.8,1014.32,2477.13,2535.7,749.09,2060.15,,4250.74,3108.83,3454.44,4521.41,,1402.56,7004.35,4846.65,1233.31
693,694,forest,3613.01,7913.8,1191.62,7097.54,6851.6,7134.53,2344.03,7136.93,4676.8,7859.51,3012.09,8360.4,1148.82,2497.78,3888.07,554.501,4318.86,8155.39,1058.14,2088.54,3861.94,923.781,6120.44,7014.94,7353.98,1283.02,1131.17
694,695,forest,6843.24,7209.68,7061.23,5289.45,,3679.12,1188.36,6858.19,3177.23,7398.58,4642.42,8072.93,4108.27,,975.325,560.263,,7910.98,880.215,2150.78,2929.25,2433.7,1112.36,6098.61,6606.84,2112.11,1712.14
695,696,forest,7740.77,7607.14,6973.2,6006.11,7106.45,7835.57,4798.31,2981.72,8017.23,8050.24,5519.38,8088.8,737.169,,1630.73,,1893.1,8207.31,524.218,2399.97,,7304.36,,7844.56,7005.87,5684.34,1025.36
696,697,forest,8008.32,8108.39,8146.21,7419.95,7614.54,7693.4,4021.58,7506.98,7797.02,7903.01,2335.17,8424.04,5444.99,6064.5,,842.065,3226.13,5315.14,460.667,2376.74,,2912.73,7179.49,,7252.97,4912.02,1603.81
697,698,forest,7179.37,8219.66,1064.86,7699.47,7625.48,7624.09,894.529,7566.89,7879.81,,6930.51,8386.35,5744.34,5420.4,1903.34,,4083.23,4491.24,926.505,2270.36,6210.17,2155.13,7798.23,5845.28,7346.65,1497.54,916.196
699,700,forest,,6712.05,7352.06,,,,637.253,6613.12,7024.74,7277.19,4105.04,7123.26,6081.27,4761.58,4652.18,998.407,3142.32,5646.19,451.866,1787.91,3888.77,4521.63,4556.63,4679.21,4975.76,,732.049
701,702,forest,7999.23,8204.33,7025.77,2801.61,6681.19,7036.44,795.474,952.553,8033.4,8189.32,4411.91,8539.09,4960.17,2258.38,7796.83,927.004,1598.25,1136.28,730.441,,,4513.51,5896.9,7608.43,7587.73,,1106.28
702,703,forest,7318.13,,4738.96,2770.53,4210.07,4601.74,,6039.15,6014.66,6269.75,3723.54,7779.58,,3327.53,2761.01,899.316,2613.79,7160.18,1856.58,2474.93,,1695.63,2444.34,1175.76,5219.28,5556.97,1731.26
703,704,forest,7798.79,,8109.91,5731.36,7136.21,7280.27,6832.9,7450.55,7575.72,7681.63,3892.41,8102.35,5445.95,1936.87,799.074,980.786,2027.19,7929.52,,3048.84,1157.99,2301.3,5884.84,460.538,,1698.76,4640.45
704,705,forest,8065.99,7748.18,6351.24,6614.97,6500.12,6786.6,6141.36,,7563.79,7595.7,4340.54,8033.77,4442.07,2400.24,7728.63,,4416.25,6509.4,212.786,2391.55,5550.07,1675.43,,7154.15,7509.3,1029.91,1794.06
705,706,forest,7945.7,,8137.67,7502.73,7492.57,7752.99,7358.63,7903.54,7883.56,,2567.82,8268.45,3730.88,,520.02,1521.11,2412.62,7267.7,,2328.75,469.699,7455.91,,1317.51,7960.24,,1177.24
706,707,forest,7975.9,,7710.87,,6208.03,6593.82,6655.03,5183.21,7347.47,7794.33,5222.63,8379.13,1058.43,3313.64,,651.616,4510.25,8226.33,200.155,2237.49,,1558.26,3505.39,6503.22,5136.98,745.294,3185.04
708,709,forest,7754.99,5603.19,,6814.37,7428.81,7496.11,7077.88,,7875.03,7708.07,3086.29,8262.09,5435.79,1448.25,693.133,1031.56,,8028.47,4560.06,2884.15,,2661.78,7083.36,418.35,7062.56,2205.73,2742.96
709,710,forest,7816.84,7948.26,7897.07,7323.15,7438.35,7695.47,6067.71,7641.64,7694.23,7705.92,2330.22,7939.44,4696.88,5227.68,4953.51,937.239,3655.86,6891.4,529.153,2306.98,5704.85,4756.08,1439.69,1095.34,7556.99,6080.29,
710,711,forest,,,7686.06,6492.24,,6401.45,2358.65,6735.61,7117.73,7167.84,3754.37,8112.28,5938.95,4665.97,5410.52,825.911,3277.15,8063.16,385.358,,4959.51,1702.28,,4877.92,6550.43,6545.03,982.305
711,712,forest,7995.76,8336.4,8125.76,,7727.83,,930.745,8184.91,8247.6,8242.02,3374.81,7782.29,950.659,,4333.13,857.53,1834.62,8227.3,1625.42,2834.62,3857.25,6675.7,7700.72,,8058.28,5595.61,3880.24
712,713,forest,8079.63,8050.83,,7223.39,7327.94,,4412.23,7653.44,7748.35,7866.4,4097.89,,1818.94,,5247.03,400.023,3965.55,7142.74,836.419,,5049.22,2644.17,7311.1,4824.04,7546.74,1766.59,1147.76
713,714,forest,7955.5,8248.1,8232.69,7691.6,7620.51,3761.41,7152.01,7868.22,7895.1,7937.96,3711.84,8279.1,5064.73,1943.82,837.008,901.115,,7058.54,628.437,2350.41,417.273,954.762,4451.91,,7695.67,,1061.78
714,715,forest,7126.82,,6527.62,617.371,4693.67,4765.85,949.974,6028.15,6637.38,6877.39,2942.57,7452.99,799.894,3181,4381.54,707.2,1862.78,6755.85,1813.27,2529.02,,3712.37,3246.89,2624.94,5889.18,3208.34,907.741
715,716,forest,4625.28,,2366.81,1138.94,7718.17,7780.92,4103.83,4764.79,8161.56,8068.03,3900.65,,1982.4,1841.66,3382.47,625.68,1706.98,8373.86,654.299,2634.14,5553.18,7318.45,7868.57,7774.53,8099.93,5548.7,6241.98
716,717,forest,2710.73,8313.13,3395.75,7732.73,7578.2,7876.15,757.447,7650.21,7673.16,,4036.82,6648.55,910.718,2919.76,4719.03,642.577,1460.64,8133.39,324.199,2929.59,4512.36,5285.16,7781.35,7236.03,7791.81,5231.57,5785.08
717,718,forest,7911.93,8303.71,8227.1,7790.57,7822.61,7954.88,,2102.44,7486.31,7483.6,6593.1,8133.1,2546.42,2722.44,957.286,856.145,2056.32,,2317.51,,3559.13,2302.81,7820.62,,7210.39,933.685,952.782
718,719,forest,8095.96,8431.69,6366.95,7954.13,7964.93,,2557.49,7739,8422.06,8357.75,3880.75,,916.912,1887.11,,964.443,,8379.29,607.468,2872.38,,7774.58,8134.33,8247.63,8214.61,,5781.88
719,720,forest,7416.26,2699.24,7259.55,5617.05,6520.63,6129.72,5792.11,7009.48,7177.27,,3381.48,8012.96,5759.67,1675.73,4734.86,994.743,,6963.3,4009.49,3120.57,2852.87,3620.69,1717.29,1737.33,6535.85,2722.38,714.355
720,721,forest,7822.88,7867.37,7274.13,6484.04,,3550.53,4618.37,6917.4,2488,7192.02,3669.31,7851.67,4845.32,,1966.35,808.645,1482.55,8055.76,1134.2,2330.78,471.347,2237.58,2183.49,,6656.35,3201.18,1012.98
721,722,forest,7911.72,8051.02,8050.13,7472.97,7402.05,7575.49,7151.26,7650.48,7629,7601.42,4653.83,7216.85,5043.18,,,1146.36,2902.25,6745.43,784.637,2402.64,326.973,619.467,7504.54,3653.27,7680.85,2224.94,1128.88
722,723,forest,7989.16,8119.52,7989.85,7207,7302.46,7639.4,7209.9,7816.81,,7766.96,4207.55,8071.53,4575.03,,,1424.38,3677.55,8249.93,810.142,2009.95,753.146,1770.3,6775.42,1902.52,7663.43,7714.86,1359.45
725,726,forest,6813.35,7136.38,5802.76,6055.98,5767.41,6707.83,893.48,7389.41,7575.47,,6152.37,8256.96,,6521.82,1756.26,650.053,3220.9,7750.31,412.25,,,1861.62,3969.1,,7093.06,4810.47,947.114
726,727,forest,6602.63,7473.04,7147.25,5067.44,5862.48,5817.99,1319.69,1040.68,7116.42,7574.35,4689.21,8313.18,5538.7,1824.71,4992.85,674.134,2217.72,7642.65,453.987,2709.57,1168.9,4438.96,6340.94,6675.95,7053.2,6829.99,2816.55
728,729,forest,,8041.99,7866.54,7391.57,7545.74,7748.67,508.074,6017.99,7790.49,7733.18,6883.15,7075.97,3466.27,1722.68,1509.2,644.99,1796.71,7990.03,491.961,2971.1,3933.19,2085.36,,,7597.17,4716.01,957.733
729,730,forest,7253.13,3954.09,7406.04,2329.26,,6821.25,868.112,7332.59,7494.69,7639.97,2253.16,7685.01,4298.42,,1292.08,1026.61,2121.17,7541.47,3903.39,2979.54,1126.16,5111.87,6475.04,3721.76,6708.78,6156.56,659.246
730,731,forest,7692.82,7972.16,7787.66,4986.6,7269.83,,1059.06,7375.33,7822.17,7890.31,4253.34,8169.42,6477.96,1866.23,986.471,813.672,1987.32,7938.27,1492.4,2974.74,,1857.74,5315.15,,7631.69,1882.09,843.093
731,732,forest,6999.25,8056.59,7305.72,4991.92,7483,7567.32,7308.87,5318.85,5108.86,,,1992.35,704.12,,621.703,1774.5,1705.83,2759.89,384.397,2328.52,588.504,6553.05,4294.59,,7434.14,7460.77,1824.95
734,735,forest,7678.39,7954.8,7893.86,,6631.38,6977.47,6893.86,7547.34,,7401.05,3184,8184.43,4959.6,2053.49,2079.69,779.007,2236.51,7860.14,2361.68,3135.67,2114.58,1518.28,6781.02,1162.21,,3968.69,926.266
735,736,forest,,8020.77,7879.19,2603.57,7432.67,7626.58,7409.03,7938.81,,8054.1,3999.07,2275.09,1537.93,2394.28,2349.39,1602.87,2366.77,4310.21,,2441.97,453.305,6679.19,7192.09,6561.49,7849.21,7976.91,904.792
740,741,forest,6132.46,5271.42,7925.8,6412.69,7206.6,7274.3,7165.78,,7799.57,3010.73,,7995.61,1582.18,1528.07,6792.18,819.408,3145.2,7864.1,3220.63,3230.97,809.362,2978.27,,882.979,7376.32,1415.47,740.84
741,742,forest,,8148,8067.98,,7020.24,7347.5,698.585,2597.82,,7626.16,5240.4,8127.03,1554.06,1079.74,7617.28,973.455,1847.97,2873.33,,2568.88,1568.04,4883.16,6206.08,6004.11,6211.49,,1272.26
742,743,forest,7816.68,8292.08,8122.52,,7783.51,7868.61,7077.27,7819.73,7741.33,7570.62,3270.8,8024.95,5003.95,,,815.481,,8176.99,1682.89,3215.13,6049.53,2112.23,,1017.9,7527.79,2583.26,785.998
744,745,forest,6690.95,,7622.12,6385.74,6561.53,6958.21,732.922,7420.29,1802.97,,6361.42,8070.21,,2412.52,750.206,524.028,3926.29,7517.57,,2167.21,3354.56,1305.06,6680.92,6904.28,6724.32,4605.04,1746.13
745,746,forest,7979.08,8204.7,8253.98,,7637.8,7912.24,872.579,7188.76,7573.01,,5654.29,8159.69,5426.65,5499.88,2269.12,1426.16,3898.24,,759.212,2176.03,5991.39,7863.98,1605.55,6195.94,7746.82,7731,841.413
746,747,forest,,7820.37,7108.87,6259.3,6251.09,6776.79,5026,6438.02,7800.86,,5523.61,8393.35,2644.86,2218,7723.65,721.452,4075.36,8230.02,390.823,,4284.95,4333.95,6601.31,7112.71,7519.55,1046.71,2304.87
747,748,forest,8041.88,7881.69,7976.77,,7204,7588.79,5347.67,4767.36,8320.71,8296.23,6693.17,8516.64,1246.96,,7865.34,693.381,4120.1,,206.892,2507.29,3118.55,5071.21,6894.47,,8042.28,1939.3,1345.76
748,749,forest,6891.43,7198.21,4963.51,6046.14,6126.44,6297.42,4295.09,7078.42,4914.56,7556.64,2191.92,8125.2,1181.04,3706.23,5204.54,520.114,4309.37,6322.72,,1735.31,,736.557,6694.25,7040.87,7227.63,3395.85,2293.83
749,750,forest,7983.77,8230.95,8141.01,7667.49,7609.6,7802.21,7338.59,7901.69,,,3492.65,8045.04,4599.47,3423.04,,1510.6,3212.26,8153.06,574.911,2100.52,,623.058,7894.5,2478.3,7871.02,5588.26,1145.14
751,752,forest,7756.78,8267.47,1586.58,892.598,7585.15,7682.92,,4279.47,8243.14,8325.13,5982.85,8497.89,1715.99,1537.35,1125.66,711.911,1379.94,8074.54,663.136,3000.27,2320.65,7201.57,7434.09,2731.21,8114.38,5604.96,3896.94
752,753,forest,7825.05,7396.59,4342.67,6934.1,6826.21,,5419.85,1605.82,7536.3,7663.72,4672.79,8165.58,2997.17,2317.35,4144.83,513.021,4755.12,3741.6,502.163,2147.68,5481.36,1245.9,6649.85,,7280.65,,1791.57
753,754,forest,7201.59,4340.52,6756.76,792.688,,7422.94,,7668.58,7519.32,7486.98,3831.31,7812.06,538.202,1523.62,4336.32,909.883,2375.82,8004.98,1492.62,3031.33,2899.69,2620.42,6002.48,,7329.44,7493.66,4070.53
754,755,forest,7765.33,,6064.91,4428.62,5903.36,6318.5,6378.8,4202.64,5299.5,7533.31,3677.43,8197.37,1103.98,1709.47,757.073,1041.1,,1977.65,455.402,2168.29,691.242,5171.94,3772.39,6282.18,6697.72,7086.49,1585.39
755,756,forest,7118.37,6746.16,8140.94,7132.77,7081.68,7474.19,5060.07,7672.98,7797.28,7815.19,2617.81,8160.61,3642.17,3853.41,5464.88,801.933,2762.84,3290.36,1719.08,2598,2191.99,4007.19,4661.08,,7748.82,7409.1,
756,757,forest,7832.93,6206.3,2829.3,550.118,6844.96,6999.14,4713.21,7431.69,7713.59,7681.63,4038.04,,531.391,1338.74,3400.2,951.809,2416.03,7914.71,925.885,,2892.68,3663.68,5706.91,672.528,7445.35,7544.8,2789.07
757,758,forest,,7751.16,7117.74,6997.79,7045.37,3778.32,6974.71,7453.57,7426.69,7405.07,2722.42,7859.76,4944.93,1864.24,617.626,1062.63,,6412.97,666.105,2249.39,393.818,1169.54,3871.02,2530.71,7281.36,,933.847
758,759,forest,8029.02,3131.04,6052.43,1891.44,7292.13,7451.04,7152.04,7782.95,7899.69,7946.88,5604.86,8368.01,1314.14,2334.86,,1036.86,2281.54,8128.1,1295.38,,2678.25,1465.14,,601.872,7737.92,6562.26,6488.55
759,760,forest,7694.74,7343.72,7129.6,5245.34,5557.85,6057.45,4269.63,4912.75,7435.84,7675.15,6974.63,8013.55,4057.05,,7473.33,701.053,3396.88,8093.69,376.896,,2245.58,5440.25,5869.43,,7082.86,1192.18,1374.64
760,761,forest,6461.45,5426.12,5438.08,3863.2,4075.3,4522.08,5104.49,,5822.03,,6773.4,6585.3,3278.87,4126.56,6980.28,612.538,3176.75,7279.71,283.675,2066.05,1930.42,2031.91,2045.1,3936.03,5398.89,1957.41,1827.9
761,762,forest,7806.63,8163.55,8016.41,1885.33,7622.93,7231.63,6973.05,6653.2,8122.7,7994.69,4750.13,4888.43,1221.98,2084.31,2263.07,1318.22,2424.32,7922.15,557.042,2388.46,,6296.71,5379.6,7732.32,7787.38,,918.014
763,764,forest,7860.78,4290.38,6651.64,1766.94,6721.57,7293.59,6738.74,7376.68,,7565.56,,,,1731.49,1226.7,888.444,2377.67,7991.97,3390.23,2870.25,,1921.6,4789.63,,6923.53,,5746.94
764,765,forest,7271.31,5960.76,5568.42,2087.32,7305.72,7142.38,1167.19,7438.86,7802.06,8023.56,,8438.11,1668.73,2793.24,,920.117,1869.05,1836.17,313.265,2850.25,1693.14,1089.66,6756.67,6031.28,7361.32,5712.26,1061.18
766,767,forest,6945.55,7981.45,6954.13,7068.98,7196.16,,7163.78,6584.39,5075.14,8044.3,4172.07,8295.11,956.359,1969.75,6182.78,601.802,,8111.44,619.59,,3348.23,1143.39,7037.61,6411.08,6551.95,614.753,3124.29
767,768,forest,7529.99,1390.82,2518.2,,7101.83,7383.62,2704.89,7234.14,7494.2,7728.79,,8023.46,947.803,,1401.94,1056.58,,7951.99,548.133,2872.9,2682.2,6957.64,4967.43,7417.79,7187.14,7713.39,3662.37
768,769,forest,7577.35,,,6443.43,6533.96,6343.3,4336.52,1873.85,7086.18,7164.82,6334.28,8123.07,3466.98,2696.81,5302.08,589.347,4407.04,2890.78,751.685,2065.96,5485.87,2768.02,6768.41,6951.52,7188.63,1757.17,2268.95
769,770,forest,7864.45,8188.9,4753.65,,7089.36,,917.015,713.093,7920.72,7765.89,4936.8,8247.94,,1472.9,6993.78,819.046,1955.56,1764.48,,2924.82,,6998.08,7305.63,7501.69,7279.77,7338.97,545.462
770,771,forest,5362.85,7806.4,7559.04,5996.5,6004.19,6285.11,5644.73,7154.23,6538.91,,5527.01,,5284.88,2225.33,4352.63,595.459,2390.78,8206.82,787.125,2406.95,1925.81,2909.78,712.984,6933.51,6768.89,,1805.28
771,772,forest,5776.91,,4900.23,,6141.33,6467.31,6443,7188.41,7385.9,7643.24,2969.23,5662.14,1043.03,2043.99,,1472.73,2357.84,3593.14,442.011,2111.12,586.896,5202.74,4215.39,,4917.36,,916.28
772,773,forest,7827.3,7806.33,7834.71,513.23,6093.44,6609.17,1111.53,6924.05,7374.56,7494.97,3918.28,,952.229,2197.53,3670.01,684.747,2072.63,7963.77,1596.97,2721.08,4242.68,3970.39,5565.28,1368.06,6840.35,4381.98,1287.51
773,774,forest,7878.69,7457.55,4633.8,3744.34,6009.49,6110.25,581.601,6602.21,6678.59,6845.62,4958.27,8367.52,5239.76,2019.89,3616.39,740.203,1746.83,7804.04,271.559,2606.61,,3437.93,,3556.32,5857.51,,
776,777,forest,5956.83,6627.47,6363.17,2421.13,4014.9,4094.59,1208.97,6495.79,6872.62,7323.04,5074.17,7959.23,5187.63,,7419.3,964.672,2847.03,7293.51,765.886,2420.26,3642.89,4638.05,4461.1,5583.54,6017.7,4292.61,1932.99
777,778,forest,6323.76,8045.15,6719.61,7469.48,7705.5,7892.2,600.088,8006.4,7833.51,7728.08,6580.21,8114.91,2189.63,4459.22,831.57,704.062,3819.19,8127.42,,1577.4,3759.94,632.114,,1223.58,7689.76,7158.56,1277.14
778,779,forest,7704.43,,6816.06,5841.38,,6157.62,,6251.87,5859.49,7033.45,2051.6,7333.43,5907.98,,5990.27,808.521,3350.99,7087.2,,2220.37,,4663.69,,,7509.7,6491.89,3964.2
779,780,forest,5509.67,7172.94,756.381,3548.83,5735.64,6069.66,4370.8,6974.41,7319.75,,5230.69,,2098.57,1824.07,7546.36,922.786,3449.86,7488.74,4393.92,2777.48,588.235,3647.78,1642.41,967.908,6670.69,6947.94,634.715
780,781,forest,7387.19,7845.19,2712.35,,6989.15,7032.77,1970.67,5119.77,,8127.19,5825.04,7301.03,2377.93,1459.36,1384.62,724.292,,8030.17,,2658.08,1394.24,6213.51,6620.5,,,,1206.63
